sharpe,sortino,max_drawdown,annual_return,annual_vol,final_wealth,win_rate,wealth_factor
0.5057787498609279,0.6565166504308529,-0.33887874697281684,0.08267215572209374,0.21336304119126226,1.4763842821121216,0.5266990291262136,1.4742891786933894
